"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 8/20/2013)","Feeder IRN","School Type","Limited English Proficiency","Read 3rd grade 2012-13 % proficient or above","Math 3rd grade 2012-13 % proficient or above","Read 4th Grade 2012-13 % proficient or above","Math 4th Grade 2012-13 % proficient or above","Read 5th grade 2012-13 % proficient or above","Math 5th grade 2012-13 % proficient or above","Science 5th grade 2012-13 % proficient or above","Read 6th Grade 2012-13 % proficient or above","Math 6th Grade 2012-13 % proficient or above","Read 7th Grade 2012-13 % proficient or above","Math 7th Grade 2012-13 % proficient or above","Read 8th Grade 2012-13 % proficient or above","Math 8th Grade 2012-13 % proficient or above","Science 8th grade 2012-13 % proficient or above","Read OGT 2012-13 % proficient or above","Math OGT 2012-13 % proficient or above","Write OGT 2012-13 % proficient or above","Social Studies OGT 2012-13 % proficient or above","Science OGT 2012-13 % proficient or above","Read 11th grade 2012-13 % at or above proficient","Math 11th grade 2012-13 % at or above proficient","Write 11th grade 2012-13 % at or above proficient","Social Studies 11th grade 2012-13 % at or above proficient","Science 11th grade 2012-13 % at or above proficient","Attendance rate 2012-13","	2012 4-Year Longitudinal Graduation Rate - Class of 2012","	2012 5-Year Longitudinal Graduation Rate - Class of 2011","Enrollment","% of total enrollment"
"028316","Oakmont  Elementary School","043802","Columbus City","Franklin","Region 11","Open","042499","Elementary School","LEP","87.5","75.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","83","28.0"
"028324","Oakview Elementary School","044180","Kettering City","Montgomery","Region 10","Open","038224","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028340","Oakwood Elementary School","043943","Elyria City Schools","Lorain","Region 2","Open","064733","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.6","--","--","--","--"
"028365","GlenOak High School","049932","Plain Local","Stark","Region 9","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","14","0.7"
"028373","Oakwood High School","044586","Oakwood City","Montgomery","Region 10","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028381","Langston Middle School","044594","Oberlin City Schools","Lorain","Region 2","Open","028399","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028399","Oberlin High School","044594","Oberlin City Schools","Lorain","Region 2","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028407","Hamilton Middle School","046953","Hamilton Local","Franklin","Region 11","Open","014944","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028415","Olde Sawmill Elementary School","047027","Dublin City","Franklin","Region 11","Open","098475","Elementary School","LEP","78.6","71.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","47","13.3"
"028423","Ohio Avenue Elementary School","043802","Columbus City","Franklin","Region 11","Open","005827","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028480","Frank Ohl Intermediate School","048298","Austintown Local","Mahoning","Region 5","Open","001339","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028498","Old Fort Elementary School","049726","Old Fort Local","Seneca","Region 7","Open","028506","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028506","Old Fort High School","049726","Old Fort Local","Seneca","Region 7","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028514","Old Orchard Elementary School","044909","Toledo City","Lucas","Region 1","Open","035865","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028522","Buckeye Trail Middle School","069682","East Guernsey Local","Guernsey","Region 12","Open","042564","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028530","Olde Orchard Alt Elementary School","043802","Columbus City","Franklin","Region 11","Open","034439","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","36","7.2"
"028548","Olentangy High School","046763","Olentangy Local","Delaware","Region 11","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","11","0.8"
"028555","Tecumseh  Middle School","046243","Tecumseh Local","Clark","Region 10","Open","036988","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","27","3.5"
"028571","Trotwood-Madison Early Learning Center","048694","Trotwood-Madison City","Montgomery","Region 10","Open","009224","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028589","Oliver H Perry Elementary School","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","006940","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028605","Olmsted Falls High School","046573","Olmsted Falls City","Cuyahoga","Region 3","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028613","Olmsted Falls Middle School","046573","Olmsted Falls City","Cuyahoga","Region 3","Open","028605","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028647","Onaway Elementary School","044750","Shaker Heights City","Cuyahoga","Region 3","Open","041939","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028662","Ontario Elementary School","044743","Sandusky City","Erie","Region 2","Open","000083","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028670","Ontario High School","049478","Ontario Local","Richland","Region 7","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028688","Ontario Middle School","049478","Ontario Local","Richland","Region 7","Open","028670","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028712","Orange High School","046581","Orange City","Cuyahoga","Region 3","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028720","Orchard School","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","062315","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","30","9.8"
"028738","Orchard Hill Intermediate School","044503","North Canton City","Stark","Region 9","Open","026104","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028746","Leetonia Middle School","045443","Leetonia Exempted Village","Columbiana","Region 5","Open","020107","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028753","Orchard Park Elementary School","044180","Kettering City","Montgomery","Region 10","Open","038224","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028761","Oregon Elementary School","047985","Johnstown-Monroe Local","Licking","Region 11","Open","008672","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028779","Orrville High School","044610","Orrville City","Wayne","Region 9","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028795","Wright Brothers PreK-8 School","043844","Dayton City","Montgomery","Region 10","Open","002303","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","18","3.6"
"028811","Taft Primary School South","043505","Ashland City","Ashland","Region 7","Open","036806","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","12","2.6"
"028829","Osborne Elementary School","044743","Sandusky City","Erie","Region 2","Open","000083","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028845","Buckeye Valley West Elementary School","046755","Buckeye Valley Local","Delaware","Region 11","Open","125245","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028852","Otis Elementary School","044016","Fremont City","Sandusky","Region 1","Open","012492","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","22","7.5"
"028860","Otsego High School","050724","Otsego Local","Wood","Region 1","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028878","Ottawa Elementary School","049379","Ottawa-Glandorf Local","Putnam","Region 1","Open","028910","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","10","2.7"
"028886","Ottawa Hills Elementary School","048215","Ottawa Hills Local","Lucas","Region 1","Open","028894","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028894","Ottawa Hills High School","048215","Ottawa Hills Local","Lucas","Region 1","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028902","Ottawa River Elementary School","044909","Toledo City","Lucas","Region 1","Open","042150","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"028910","Ottawa-Glandorf High School","049379","Ottawa-Glandorf Local","Putnam","Region 1","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
